,class_name,class_description,domain_name,domain_label,domain_description,field_core,field_definition,field_implementationNotes,field_label,field_mappingInstructions,field_name,field_ordinal,field_prompt,field_questionText,field_simpleDatatype,field_codelistSubmissionValues
357,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",DV,Protocol Deviations,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The start date of deviation, represented in an unambiguous date format (e.g., DD-MON-YYYY).",This may be derived if not collected on a CRF.,Deviation Start Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable DVSTDTC in ISO 8601 format.",DVSTDAT,9,Start Date,What was the protocol deviation start date?,Char,
358,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",DV,Protocol Deviations,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The start time of the deviation, represented in an unambiguous time format (e.g., hh:mm:ss).",,Deviation Start Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable DVSTDTC in ISO 8601 format.",DVSTTIM,10,Start Time,What was the protocol deviation start time?,Char,
359,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",DV,Protocol Deviations,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The end date of the deviation, represented in an unambiguous date format (e.g., DD-MON-YYYY).",,Deviation End Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable DVENDTC in ISO 8601 format.",DVENDAT,11,End Date,What was the protocol deviation end date?,Char,
360,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",DV,Protocol Deviations,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The end time of the deviation, represented in an unambiguous time format (e.g., hh:mm:ss).",,Deviation End Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable DVENDTC in ISO 8601 format.",DVENTIM,12,End Time,What was the protocol deviation end time?,Char,
361,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",DV,Protocol Deviations,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"A sponsor-defined identifier. In CDASH, this is typically used for preprinted or auto-generated numbers on the CRF, or any other type of identifier that does not already have a defined CDASH identifier field.","Because SPID is a sponsor-defined identifier, conformance to Question Text or Item Prompt is not applicable. Typically used as an identifier in a data query to communicate clearly to the site the specific record in question or to reconcile data. May be used to record preprinted number (e.g. line number, record number) on the CRF. This field may be populated by the sponsor's data collection system.",DV Sponsor-Defined Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.,DVSPID,13,[Sponsor defined],[Sponsor-defined question],Char,
362,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HR,A unique identifier for a study.,"Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or in the EDC system. This field can be included into the database or populated during SDTM-based dataset creation before submission.",Study Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,STUDYID,1,[Protocol/Study],What is the study identifier?,Char,
363,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HR,A unique identifier for a site within a study.,"Paper: This is typically preprinted in the header of each CRF page for single-site studies. For studies with multiple sites, this field may be left blank so that the number can be recorded by the site, or it may be preprinted on the CRFs that are shipped to each site. \n EDC: This should be prepopulated.",Study Site Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,SITEID,2,Site (Identifier),What is the site identifier?,Char,
364,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HR,A unique subject identifier within a site and a study.,"Paper: This is typically recorded in the header of each CRF page. EDC: The subject identifiers may be system-generated. This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is populated only in the SDTMIG DM domain. For more information, refer to the SDTMIG.",Subject Identifier for the Study,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,SUBJID,3,[Subject/Participant] (Identifier),What [is/was] the (study) [subject/participant] identifier?,Char,
365,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,An indication of whether there were any healthcare encounters.,The intent/purpose of collecting this field is to help with data cleaning and monitoring. It provides verification that all other fields on the CRF were deliberately left blank.,Any Healthcare Encounters,Does not map to an SDTMIG variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.,HOYN,4,Any Healthcare Encounters,Were there any healthcare encounters?,Char,['NY']
366,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,A grouping of topic-variable values based on user-defined characteristics.,"Sponsor-defined controlled terminology. This would most commonly be either a heading or a preprinted category value on the CRF, not a question to which the site would provide an answer. If a question is asked, the response would typically be a sponsor-defined codelist. If the form is laid out as a grid, then words such as ""Category"" can be included as the column header. Examples include HOSPITALIZATION and OUTPATIENT.",Category for Healthcare Encounter,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOCAT,5,[Healthcare Encounter Category]; NULL,What was the category of the healthcare encounter?,Char,
367,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,A sub-division of the HOCAT values based on user-defined characteristics.,"Sponsor-defined controlled terminology. This would most commonly be preprinted on the CRF or screen and prepopulated in the data management system. This is not typically a question to which the site would provide an answer. HOSCAT can only be used if there is an HOCAT, and it must be a subcategorization of HOCAT.",Subcategory for Healthcare Encounter,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOSCAT,6,[Healthcare Encounter Subcategory]; NULL,What was the subcategory of the healthcare encounter?,Char,
368,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,An indication of whether a health encounter occurred when information about the occurrence of a specific event is solicited.,The CDASH variable HOOCCUR is used to report the occurrence of a prespecified healthcare encounter. HOOCCUR is not used if the healthcare encounters are collected on the CRF in a manner that requires a free-text response. The site should be able to indicate in a separate item (or system variable) that the question was not asked or answered.,Healthcare Encounter Occurrence,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOOCCUR,7,[prespecified Healthcare Encounter Term],Did the subject have [prespecified healthcare encounter term]?,Char,['NY']
369,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"An indication that a specific event, or group of events, are specified on a CRF.","A hidden field on a CRF defaulted to ""Y"", or added during the SDTM-based dataset creation, when the healthcare encounter is prespecified. Null for spontaneously reported events. If a study collects both prespecified healthcare encounters as well as free-text events, the value of HOPRESP should be ""Y"" for all prespecified events and null for events reported as free-text. HOPRESP is a permissible field in SDTM and may be omitted from the SDTM-based dataset if all events were collected as free text.",prespecified Healthcare Encounter,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOPRESP,8,,,Char,['NY']
370,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,An explanation for why the data are not available.,"The reason the data are not available may be chosen from a sponsor defined list (e.g., subject not asked) or entered as free text. When HOREASND is used, the SDTMIG variable HOSTAT should also be populated in the SDTM-based dataset.",Reason Healthcare Encounter Not Done,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOREASND,9,Reason Not Collected,What was the reason the data were not collected?,Char,
371,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"A sponsor-defined identifier. In CDASH, This is typically used for preprinted or auto-generated numbers on the CRF, or any other type of identifier that does not already have a defined CDASH identifier field.","Because SPID is a sponsor-defined identifier, conformance to Question Text or Item Prompt is not applicable. Typically used as an identifier in a data query to communicate clearly to the site the specific record in question or to reconcile data. May be used to record preprinted number (e.g. line number, record number) on the CRF. This field may be populated by the sponsor's data collection system.",HO Sponsor-Defined Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.,HOSPID,10,[Sponsor-defined],[Sponsor-defined question],Char,
372,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HR,The reported or prespecified name of the healthcare encounter.,"If collected on the CRF, sponsors must use either HODECOD or HOTERM and in some cases, both may be used. If the CRF is collecting healthcare encounters using a standardized sponsor-defined code list (e.g., INPATIENT ER, ICU, SURGERY, GENERAL WARD, PROVIDER OFFICE - PRIVATE, PROVIDER OFFICE - HOSPITAL, GASTROENTEROLOGIST), then HODECOD may be used to store the code list response. If the CRF collects ""Specify, Other"" or similar additional free-text descriptions of code list items, then HOTERM may be used to store the detailed descriptive text. If HOTERM is entered only as free text, HODECOD would be populated through the sponsor's coding process.",Reported Term for Healthcare Encounter,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HOTERM,11,[Healthcare Encounter]; [Specify],"What was the healthcare encounter?; If [HODECOD], specify",Char,
373,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",R/C,"The sponsor-defined standardized text description of HOTERM or the modified topic variable (HOMODIFY), if applicable.","If collected on the CRF, sponsors must use either HODECOD or HOTERM and in some cases, both may be used. If the CRF is collecting healthcare encounters using a standardized sponsor defined code list (e.g., INPATIENT ER, ICU, SURGERY, GENERAL WARD, PROVIDER OFFICE-PRIVATE, PROVIDER OFFICE-HOSPITAL, GASTROENTEROLOGIST), then HODECOD may be used to store the code list response. If the CRF collects ""Specify, Other"" or similar additional free-text descriptions of code list items, then HOTERM may be used to store the detailed descriptive text. If HOTERM is entered only as free text, HODECOD would be populated through the sponsor's coding process.",HO Standardized Term,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,HODECOD,12,(Standardized) Healthcare Encounter (Term),What was the (standardized) healthcare encounter (term/code)?,Char,
374,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The start date the healthcare encounter, represented in an unambiguous date format (e.g., DD-MON-YYYY).","The preferred method is to collect a complete start date. Partial dates (e.g., providing year only, month and year only) may be acceptable.",Healthcare Encounter Start Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable HOSTDTC in ISO 8601 format.",HOSTDAT,13,([HOTERM])[Start/Admission] Date,What was the [healthcare encounter/HOTERM] [start/admission] date?,Char,
375,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The start time of the healthcare encounter, (e.g., time of admission), represented in an unambiguous time format (e.g., hh:mm:ss).",,Healthcare Encounter Start Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH START DATE and TIME components and populate the SDTMIG variable HOSTDTC in ISO 8601 format.",HOSTTIM,14,([HOTERM])[Start/Admission] Time,What was the [healthcare encounter/HOTERM] [start/admission] time?,Char,
376,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The end date of the healthcare encounter (e.g., date of discharge), represented in an unambiguous date format (e.g., DD-MON-YYYY).","The preferred method is to collect a complete end date. Partial dates (e.g., providing year only, month and year only) may be acceptable.",Healthcare Encounter End Date,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable HOENDTC in ISO 8601 format.",HOENDAT,15,([HOTERM])[End/Discharge] Date,What was the [healthcare encounter/HOTERM] [end/discharge] date?,Char,
377,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,"The end time of the healthcare encounter (e.g., time of discharge), represented in an unambiguous time format (e.g., hh:mm:ss).",,Healthcare Encounter End Time,"This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable HOENDTC in ISO 8601 format.",HOENTIM,16,([HOTERM])[End/Discharge]Time,What was the [healthcare encounter/HOTERM] [end/discharge] time?,Char,
378,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,Collected duration of the healthcare encounter.,Collected duration of the healthcare encounter. Used only if collected on the CRF and not derived from the start and end date/times.,Healthcare Encounter Collected Duration,"This does not map directly to an SDTMIG variable. For the SDTM-based dataset, concatenate the CDASH collected duration and collected duration unit and populate the SDTMIG variable HODUR in ISO 8601 Period format. Example: P1DT2H (for 1 day, 2 hours).",HOCDUR,17,Duration,What was the duration of the [healthcare encounter/HOTERM]?,Char,
379,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,Unit of the collected duration of the healthcare encounter. Used only if duration was collected on the CRF.,"To ensure data quality, it is recommended that the appropriate duration unit(s) be preprinted on the (e)CRF. If only 1 unit is appropriate, no data entry would be required.",HO Collected Duration Unit,"This does not map directly to an SDTMIG variable. For the SDTM-based dataset, concatenate the CDASH collected duration and collected duration unit and populate the SDTMIG variable HODUR in ISO 8601 Period format. Example: P1DT2H (for 1 day, 2 hours).",HOCDURU,18,(Duration) Unit,What was the duration unit of the [healthcare encounter/HOTERM]?,Char,['UNIT']
380,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,Indication that the encounter is ongoing when no end date is provided.,"Completed to indicate that the healthcare encounter has not ended at the time of data collection. It is expected that every reported encounter has either an end date or the Ongoing field is populated, but not both. The purpose of collecting this field is to help with data cleaning and monitoring; this field provides further confirmation that End Date was deliberately left blank. Often used as a tick/checkbox. See Section 3.7, Mapping Relative Times from Collection to Submissions, and SDTMIG for more information.",Ongoing Healthcare Encounter,"This does not map directly to an SDTM variable. May be used to populate a value into an SDTMIG relative timing variable (e.g., HOENRF, HOENRTPT). When populating HOENRF, if the value of HOONGO is ""Y"", the values of ""DURING"", ""AFTER"", or ""DURING/AFTER"" may be used. When populating HOENRTPT, if the value of HOONGO is ""Y"", the value of ""ONGOING"" may be used. When HOONGO refers to the Study Reference Period (defined in DM.RFSTDTC to DM.RFENDTC) the SDTMIG variable HOENRF should be populated. When HOONGO is compared to any other time point, the SDTMIG variables HOENRTPT and HOENTPT should be used. \n Note: HOENRTPT must refer to a time-point anchor described in HOENTPT.",HOONGO,19,Ongoing as of the[study-specific timepoint or period],Was the [healthcare encounter/HOTERM] ongoing(as of the[study-specific timepoint or period?,Char,['NY']
381,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,Denotes the reason for the healthcare encounter.,"To ensure data quality, it is recommended that the sponsor develop controlled terminology (e.g., LACK OF EFFICACY, ADVERSE EVENT, CHEMOTHERAPY, PHYSICAL THERAPY, INDICATION UNDER STUDY, NOT INDICATION UNDER STUDY). The sponsor may, however choose to collect this as free text or as a combination of preprinted options and free text in the form of ""Specify, Other"".",Reason for the Healthcare Encounter,"This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPHO dataset as the value of SUPPHO_QVAL where SUPPHO.QNAM =""HOREAS"" and SUPPHO.QLABEL=""Healthcare Encounter Reason"". Refer to the current SDTM and SDTMIG for instructions on placement of non-standard variables in SDTM domains.",HOREAS,20,Reason for the Healthcare Encounter,What was the reason for the [healthcare encounter/HOTERM]?,Char,
382,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HO,Healthcare Encounters,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",O,Identifier for the adverse event that precipitated this encounter.,"The intent is to establish a link between the healthcare encounter record and the AE that was the primary cause of the encounter. HOAENO can be used in RELREC to identify a relationship between records in HO dataset and records in the AE dataset. Other identifiers needed to create RELREC (e.g., HOMHNO) can be created as needed. See SDTMIG for information on RELREC.",Related Adverse Event ID,"This does not map directly to an SDTMIG variable. For the SDTM submission datasets, may be used to create RELREC to link this record with a record in the Adverse Events domain.",HOAENO,21,Adverse Event Identifier,"What was the identifier for the adverse event(s), which precipitated the [healthcare encounter/HOTERM]?",Char,
383,Events,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",MH,Medical History,"This SDTM class captures planned protocol milestones such as randomization and study completion, and occurrences, conditions, or incidents independent of planned study evaluations occurring during the trial (e.g., adverse events) or prior to the trial (e.g., medical history). (Source: CDISC Controlled Terminology, GNRLOBSC, C103372, 2023-06-30)",HR,A unique identifier for a study.,"Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or in the EDC system. This field can be included into the database or populated during SDTM- based dataset creation before submission.",Study Identifier,Maps directly to the SDTMIG variable listed in the SDTMIG Target column.,STUDYID,1,[Protocol/Study],What is the study identifier?,Char,
